9.3602,0,-0.30103,-Inf
9.5478,0.60206,0.77593,0.77593
9.7354,0.69897,0.83604,0.83604
9.9231,0.8451,0.91929,0.91929
10.111,1.0792,1.0388,1.0388
10.298,1.0792,1.0388,1.0388
10.486,1.1761,1.0845,1.0845
10.674,1.2304,1.061,1.1093
10.861,1.301,1.1194,1.1406
11.049,1.415,1.1895,1.1895
11.236,1.4624,1.1946,1.1941
11.424,1.5563,1.2475,1.2353
11.612,1.5798,1.2569,1.2569
11.799,1.6232,1.2638,1.2741
11.987,1.6902,1.3001,1.2911
12.175,1.7243,1.305,1.3131
12.362,1.8195,1.3424,1.3355
12.55,1.8692,1.3499,1.3672
12.738,1.9445,1.3799,1.3794
12.925,2.0086,1.413,1.4087
13.113,2.0645,1.4331,1.4368
13.3,2.1206,1.4529,1.4496
13.488,2.1703,1.4703,1.4643
13.676,2.2095,1.4811,1.4783
13.863,2.2601,1.4963,1.501
14.051,2.3263,1.5191,1.517
14.239,2.382,1.5398,1.5379
14.426,2.4232,1.5502,1.555
14.614,2.4669,1.5633,1.5691
14.801,2.5159,1.5835,1.5808
14.989,2.5514,1.5925,1.5912
15.177,2.5999,1.6059,1.6058
15.364,2.6484,1.6216,1.6254
15.552,2.6937,1.6343,1.6342
15.74,2.73,1.649,1.6482
15.927,2.7745,1.6613,1.6576
16.115,2.8176,1.672,1.6712
16.302,2.8609,1.6884,1.6884
16.49,2.8982,1.6975,1.6996
16.678,2.933,1.7076,1.7106
16.865,2.9643,1.7161,1.7193
17.053,2.9961,1.7266,1.7287
17.241,3.0338,1.7394,1.7382
17.428,3.058,1.7465,1.7464
17.616,3.0831,1.7545,1.7512
17.803,3.1075,1.7611,1.7604
17.991,3.1303,1.7664,1.7657
18.179,3.1517,1.7729,1.7738
18.366,3.1717,1.778,1.7789
18.554,3.1901,1.7838,1.7835
18.742,3.2025,1.7887,1.789
18.929,3.2172,1.7923,1.7913
19.117,3.2322,1.7966,1.7955
19.305,3.2445,1.7995,1.7995
19.492,3.2567,1.8039,1.803
19.68,3.2665,1.805,1.8057
19.867,3.2774,1.8094,1.8092
20.055,3.2842,1.8093,1.8111
20.243,3.2967,1.8117,1.8128
20.43,3.3151,1.8176,1.8165
20.618,3.3284,1.8209,1.8215
20.806,3.3353,1.8245,1.8251
20.993,3.3462,1.8257,1.8253
21.181,3.3614,1.825,1.826
21.368,3.3852,1.8325,1.8298
21.556,3.4009,1.8404,1.8395
21.744,3.4069,1.8415,1.8436
21.931,3.4115,1.846,1.8463
22.119,3.413,1.8471,1.8464
22.307,3.4133,1.8473,1.8475
22.494,3.4135,1.8474,1.8474
22.682,3.4138,1.8476,1.8473
